uid,time,action
115794,1704685300,1
100507,1704728120,2
103949,1704751761,2
118132,1704749945,3
110676,1704745896,1
107013,1704747336,3
106750,1704687152,3
127275,1704694352,1
119782,1704739292,3
108228,1704678436,3
108140,1704744518,2
119281,1704729775,1
128385,1704697231,2
103572,1704694166,2
118798,1704685169,3
103676,1704741968,3
103537,1704707181,1
108817,1704730384,3
112651,1704745866,1
103076,1704688836,2
107417,1704714270,2
101958,1704707337,2
103403,1704727312,1
101713,1704743019,1
119612,1704735219,2
124136,1704675318,3
102404,1704692088,3
105388,1704719197,2
111819,1704748800,2
101773,1704678754,3
122207,1704690553,3
108157,1704715359,2
114830,1704736771,3
106813,1704675419,2
116916,1704672079,2
128456,1704706840,1
103408,1704737062,3
103349,1704723120,3
100723,1704719771,1
102940,1704717733,3
107824,1704737736,3
107142,1704707933,1
113266,1704715398,3
119273,1704718650,2
119282,1704731898,2
106580,1704692808,2
118154,1704753909,2
120876,1704674587,1
110459,1704730177,2
128630,1704730668,3
125049,1704690419,1
100037,1704701721,1
117382,1704696393,2
116301,1704741692,1
105407,1704676181,3
126519,1704753826,3
111574,1704750182,3
111201,1704716012,1
106723,1704678173,3
102546,1704679327,1
120457,1704698929,2
105376,1704734565,1
115702,1704680138,3
123412,1704717019,2
110593,1704749084,2
104764,1704704494,1
115357,1704680712,1
109732,1704682277,1
103323,1704702146,2
110744,1704717080,3
102376,1704750084,3
105701,1704727601,1
108932,1704703114,2
103331,1704687180,1
102794,1704750002,3
111904,1704732365,3
129112,1704692284,2
117106,1704729688,3
121715,1704733909,2
118551,1704756354,3
109260,1704690910,1
127075,1704742442,2
103013,1704714595,1
129321,1704701714,1
121572,1704736017,1
109889,1704714824,1
101572,1704745557,2
129762,1704750707,3
106262,1704707865,3
104127,1704711305,3
107947,1704739042,1
118121,1704747698,2
117717,1704745716,1
101046,1704736527,3
128137,1704713737,1
101760,1704737513,3
116782,1704749492,3
126372,1704737028,1
110574,1704713700,2
103109,1704737730,1
107859,1704695106,3
124654,1704701963,3
108319,1704690183,2
129617,1704741098,2
123041,1704723547,3
115283,1704740414,3
121934,1704675991,2
119339,1704715867,1
104031,1704752743,1
116006,1704722776,3
125947,1704724087,2
128392,1704713730,3
124080,1704675295,1
116987,1704713460,2
115246,1704674722,1
113821,1704757839,2
109548,1704731485,3
128818,1704680685,2
125829,1704723802,1
100853,1704718970,1
121222,1704738518,1
108705,1704717800,1
118589,1704749649,3
106419,1704724877,1
117426,1704699871,2
119895,1704753494,3
100554,1704700234,3
102270,1704757869,3
123434,1704755494,2
124499,1704710064,1
114643,1704701350,1
126588,1704692664,2
117197,1704737427,1
105586,1704732551,1
106371,1704721207,2
120366,1704736631,2
106981,1704675798,3
116341,1704674643,1
129465,1704709061,2
119666,1704677525,1
103829,1704692971,1
127293,1704710906,1
125382,1704672634,2
109061,1704688577,2
120091,1704680330,1
103150,1704726257,2
116458,1704731310,1
115531,1704737790,3
122102,1704721796,3
105406,1704750830,1
107868,1704677157,1
106838,1704736014,1
112375,1704687037,3
100035,1704749952,2
123779,1704729138,1
128078,1704704744,3
128047,1704682689,3
115553,1704743960,1
129323,1704677800,1
117328,1704731355,1
126116,1704697919,3
101787,1704746072,1
111697,1704713738,2
117212,1704710919,1
106836,1704738568,1
129104,1704708153,3
123194,1704709258,1
101626,1704695499,3
101069,1704714968,3
106855,1704740413,3
102976,1704743029,3
111286,1704746266,1
106276,1704692976,2
104018,1704691690,1
118704,1704708848,3
119336,1704721538,1
114065,1704712726,3
125704,1704696733,3
110812,1704686585,2
126208,1704711641,1
101002,1704758094,3
122633,1704686750,2
114442,1704744653,3
100567,1704697334,3
129189,1704741855,2
122831,1704700428,3
123762,1704743831,2
113536,1704719244,2
113925,1704694931,1
123229,1704705464,1
109530,1704739552,3
101214,1704740172,3
121715,1704672889,2
124362,1704718889,3
100831,1704728981,3
102429,1704702561,2
125206,1704718442,1
111703,1704677694,3
117638,1704730413,3
112155,1704674775,2
107059,1704713316,3
106356,1704684448,3
118271,1704751024,1
108295,1704719638,1
106599,1704673876,3
117129,1704694563,1
114790,1704718975,1
112468,1704739276,2
127597,1704684932,1
102142,1704718969,3
108515,1704676348,1
103315,1704750639,3
128583,1704754005,3
111139,1704731123,1
118393,1704693388,1
104852,1704687819,1
127520,1704687973,1
124801,1704718352,3
115735,1704716038,1
125303,1704694722,1
115413,1704738889,3
122068,1704710328,3
124653,1704687770,1
114952,1704731219,2
100736,1704692749,1
120382,1704713694,1
121988,1704673587,2
101184,1704713662,2
113571,1704732531,2
123223,1704717108,1
127607,1704674430,1
128288,1704722370,3
118822,1704738656,3
119263,1704696411,2
115936,1704693950,1
111999,1704737925,3
102436,1704709050,3
101484,1704707415,3
117539,1704687323,1
116805,1704734573,3
106773,1704722878,3
108710,1704729674,2
125002,1704753838,1
127538,1704731811,2
112604,1704710774,3
116220,1704740243,1
107560,1704738316,1
116499,1704714366,3
113799,1704714887,2
122873,1704693725,1
103441,1704714965,3
125790,1704717746,3
125135,1704686433,1
128312,1704676112,1
103875,1704746101,1
127436,1704734956,2
116024,1704747802,2
128699,1704751264,1
116170,1704692596,3
102933,1704697718,3
118378,1704717733,1
127378,1704754770,2
116701,1704754278,2
128420,1704705180,3
129847,1704725095,1
102097,1704683894,1
109963,1704672759,1
112929,1704679853,3
127241,1704700926,1
112524,1704703165,1
119579,1704703221,2
112211,1704732578,2
106362,1704684826,2
113488,1704721274,2
122310,1704708918,1
115454,1704675564,3
123807,1704695673,3
119763,1704754473,2
114888,1704688125,3
108724,1704750560,3
119555,1704742796,1
122312,1704692976,2
121418,1704734711,1
117139,1704673451,2
127729,1704726501,2
127938,1704733260,2
126689,1704744958,1
128103,1704692765,3
120870,1704737598,3
104247,1704731631,2
109100,1704675900,3
127187,1704691555,1
106106,1704693627,1
127268,1704745829,3
112835,1704675228,1
114802,1704709434,2
117798,1704679596,1
108585,1704715723,1
107795,1704697969,3
103083,1704753467,1
121656,1704707117,2
111845,1704681087,2
117240,1704682031,2
105415,1704739623,3
122020,1704698344,3
116645,1704732258,3
126246,1704717392,1
107957,1704756210,2
108604,1704732341,1
119728,1704753277,1
127107,1704718386,2
128195,1704693498,2
118484,1704693191,1
108578,1704727585,1
122313,1704689582,2
128562,1704683913,1
116017,1704683267,3
117381,1704701908,2
103790,1704672541,1
118695,1704706996,1
123871,1704699033,3
101272,1704733088,1
127558,1704692220,1
103060,1704716302,2
106891,1704693674,3
125328,1704737513,3
105737,1704723162,2
121862,1704683585,3
121977,1704733848,3
111657,1704720251,1
105198,1704692163,1
102269,1704752613,3
129074,1704747829,3
116336,1704682383,1
124165,1704705710,2
125302,1704724729,3
116562,1704758116,2
128730,1704681547,3
108530,1704698349,3
124847,1704723153,3
123529,1704703553,2
100033,1704719874,3
122516,1704687505,1
113406,1704692666,1
116668,1704740605,1
128895,1704697591,2
103740,1704681950,2
110563,1704702249,2
128291,1704740561,2
105335,1704746530,3
122165,1704716694,1
125952,1704753756,2
101853,1704734511,1
103137,1704753160,3
127502,1704755344,2
124274,1704675151,3
123345,1704687721,2
127441,1704742610,1
126811,1704730499,3
122471,1704696456,1
129731,1704704082,2
124899,1704699985,2
113253,1704741712,1
116688,1704694522,3
129678,1704737487,2
100379,1704704861,1
108661,1704713261,1
113230,1704722031,3
102613,1704745419,2
111380,1704719035,2
105255,1704722651,3
128196,1704756060,1
125910,1704678290,1
121537,1704692110,3
110305,1704672119,3
122928,1704741754,2
102905,1704713031,1
100605,1704684102,2
113843,1704685312,1
116277,1704695499,2
106658,1704681675,3
103096,1704709646,3
116380,1704756289,1
122075,1704694714,1
116752,1704701774,2
102236,1704718492,1
117506,1704748148,1
118859,1704719841,1
113456,1704736975,3
117590,1704705780,3
111210,1704757981,2
107729,1704684572,1
102017,1704700097,2
108210,1704683580,3
129629,1704717730,1
116736,1704707719,2
102404,1704742077,3
100142,1704754191,1
121134,1704677307,3
101305,1704675879,2
119702,1704754503,2
123267,1704706771,2
106760,1704727792,3
112592,1704752607,3
109101,1704708581,1
113901,1704690042,1
114939,1704674439,1
107337,1704683857,3
104869,1704713263,2
119734,1704710720,3
124234,1704739698,3
115879,1704673161,3
102978,1704741937,3
101911,1704685058,2
119558,1704678898,1
105809,1704747059,2
120557,1704704287,2
128392,1704712921,2
129118,1704712498,3
108801,1704731469,3
119828,1704706152,3
107496,1704690603,1
123657,1704702995,3
100363,1704723131,2
112737,1704705977,1
127392,1704742996,1
122514,1704681118,3
122783,1704729935,2
118871,1704688970,2
103797,1704711475,1
107922,1704700731,1
106902,1704682685,3
128664,1704745662,3
116907,1704740846,1
103006,1704676398,1
118095,1704711284,3
121412,1704702228,2
118472,1704686928,1
121521,1704715228,1
105546,1704740420,2
107190,1704717379,2
101840,1704713725,1
119609,1704707919,3
125601,1704675683,2
117655,1704731117,3
100124,1704732626,1
118925,1704741718,3
119870,1704751674,2
129953,1704681832,3
113154,1704726889,3
111094,1704709422,1
113380,1704748402,3
103196,1704690229,2
118143,1704706978,1
115678,1704703543,2
129229,1704684999,2
110847,1704757197,1
107608,1704714520,1
