uid,time,action
127205,1706456480,1
125586,1706464169,2
101321,1706454008,1
102524,1706418456,1
124897,1706454630,2
103159,1706461674,2
112940,1706471406,2
122533,1706422173,2
102037,1706403276,1
103811,1706482237,1
121210,1706484823,3
129690,1706451667,2
115760,1706463845,3
127973,1706467596,3
118857,1706411607,3
127379,1706449578,2
114497,1706419967,3
125905,1706445854,1
104150,1706410867,1
101601,1706459464,3
110381,1706486283,3
127029,1706414906,2
123672,1706435138,1
115671,1706445505,1
107286,1706416583,2
124169,1706451973,2
111585,1706433990,3
103426,1706456543,2
127723,1706414690,1
110960,1706441797,2
110483,1706418353,3
114488,1706465168,1
124126,1706448560,3
127030,1706400795,3
128374,1706443707,2
120222,1706413370,2
112714,1706415163,3
101626,1706438453,3
123543,1706463207,1
129723,1706478080,1
127269,1706473080,1
117210,1706424289,2
100320,1706416472,3
112158,1706452511,3
123066,1706439150,2
104594,1706474751,1
112143,1706448667,3
107266,1706418707,1
108165,1706477454,2
106557,1706414126,1
121830,1706410120,3
120960,1706441920,1
126879,1706405504,3
107245,1706449786,2
100933,1706439966,3
104187,1706424590,1
104385,1706408171,2
103080,1706476656,2
118188,1706415472,3
101328,1706423242,2
129663,1706458899,2
102005,1706479253,3
117242,1706476759,1
116634,1706404151,3
113480,1706448732,1
113782,1706419302,1
114377,1706442348,3
125570,1706441503,1
102500,1706471764,2
105466,1706464658,1
117721,1706470487,2
102151,1706438868,3
106213,1706407371,3
121538,1706472886,2
100063,1706415803,3
104383,1706433684,1
109076,1706440751,2
111416,1706420195,2
121574,1706437236,1
105471,1706480017,1
124402,1706431877,1
115122,1706459677,1
115201,1706404812,1
127148,1706446554,2
122207,1706427412,2
102883,1706472666,1
113261,1706477695,2
127937,1706426880,1
100477,1706479467,1
127127,1706405467,1
118611,1706407529,2
107719,1706448814,3
111131,1706412500,3
113662,1706419668,3
112329,1706468334,1
125963,1706483962,2
116030,1706441154,2
108341,1706479362,2
116073,1706472038,3
119308,1706462137,2
123642,1706470085,3
102246,1706417805,1
113965,1706405057,2
129225,1706476759,2
118080,1706444560,2
116259,1706461691,2
103983,1706467832,3
108501,1706443584,2
128470,1706424091,3
103837,1706451248,1
110025,1706468546,3
129851,1706419915,1
104821,1706470927,2
121502,1706466952,3
113287,1706413276,2
116303,1706413640,2
