uid,time,action
100947,1706580053,1
103364,1706593338,1
108429,1706648462,1
112294,1706579422,3
109864,1706604958,2
105593,1706578422,2
118578,1706602682,3
119646,1706590633,2
113743,1706632377,1
126283,1706636478,3
114991,1706602742,1
129480,1706580173,3
101881,1706621812,1
117103,1706614566,2
118128,1706582186,1
106545,1706598751,2
125331,1706656095,1
113834,1706595603,1
127964,1706610774,1
108503,1706627530,2
121968,1706609988,1
107994,1706605368,2
102131,1706591616,1
120364,1706600700,1
116518,1706589058,1
101382,1706598424,1
128792,1706595572,1
105545,1706609776,3
127000,1706575286,3
128006,1706604477,2
117119,1706597371,1
107179,1706613973,1
114703,1706625084,2
107937,1706611484,2
112164,1706576026,2
110710,1706601228,2
120185,1706597613,2
104665,1706623239,3
122956,1706605333,2
115036,1706643230,1
106257,1706635996,1
125566,1706653042,2
112568,1706627021,3
100242,1706604291,2
113450,1706633667,1
129422,1706639956,3
125817,1706622306,1
100560,1706628572,3
121386,1706614160,2
106014,1706654958,2
115747,1706642293,1
102050,1706578541,3
107862,1706614471,1
106641,1706579038,3
113597,1706581140,1
116218,1706653442,1
116894,1706615875,3
111198,1706586431,1
125615,1706598788,2
105679,1706598868,1
119971,1706584567,1
116944,1706600665,3
109923,1706635367,1
127404,1706576433,1
102424,1706616241,2
105318,1706599427,1
124123,1706578799,2
117242,1706622292,2
107283,1706611691,3
125923,1706632690,1
109433,1706653013,1
129162,1706585429,3
104643,1706604728,2
108987,1706574212,3
105124,1706616432,1
109495,1706625569,1
110502,1706632472,2
110313,1706579229,1
112791,1706651646,1
125839,1706586124,1
123809,1706603650,1
129557,1706620743,2
121437,1706599825,2
122222,1706625012,1
119049,1706600756,1
103601,1706604802,2
123176,1706606468,2
108583,1706578491,1
122714,1706599622,1
108929,1706573493,2
104355,1706584594,2
128861,1706586374,3
101237,1706646178,1
101084,1706574891,3
126589,1706623308,1
101844,1706595359,2
109427,1706579654,1
101127,1706582163,1
120603,1706640325,1
121615,1706614657,1
103051,1706645989,1
128975,1706624407,3
103322,1706599041,3
105642,1706575707,2
100440,1706628725,3
118782,1706658772,1
114360,1706573606,3
120290,1706593469,2
120671,1706620202,1
122173,1706622602,1
100404,1706587163,3
128135,1706636324,2
104124,1706621451,3
117867,1706592587,3
108399,1706617258,1
116963,1706575190,3
116980,1706588489,2
119341,1706628274,1
115811,1706647560,2
111257,1706603531,1
125319,1706654784,1
114808,1706645354,2
111060,1706586766,3
105641,1706605857,1
116090,1706654479,3
114503,1706644174,1
128216,1706630261,2
122611,1706623946,2
105156,1706656887,3
100242,1706607511,2
102704,1706631692,3
113982,1706619160,2
112181,1706574110,2
107794,1706619650,2
117000,1706652569,1
128321,1706658483,3
108780,1706609561,3
114978,1706604106,1
128115,1706620214,1
101499,1706614376,3
105823,1706619376,3
121017,1706596477,2
126768,1706647767,3
127637,1706648810,3
114157,1706628306,1
109632,1706630823,3
120132,1706585560,2
102284,1706618694,3
103498,1706616761,3
121867,1706584375,3
115703,1706654498,2
114508,1706633369,3
117237,1706595365,1
127815,1706642821,1
100870,1706584805,1
103906,1706588980,3
110523,1706598534,1
113130,1706594755,1
107740,1706618712,3
100965,1706577556,3
128044,1706640798,1
126818,1706619854,2
102418,1706610354,3
101984,1706651655,2
114715,1706604515,1
105392,1706583239,2
120093,1706592939,3
129586,1706656174,1
105402,1706649960,2
120665,1706629289,1
101636,1706607840,1
110428,1706601334,2
120183,1706586566,1
111403,1706621080,1
114861,1706621663,1
108386,1706590705,2
126281,1706625620,2
119779,1706629965,2
129801,1706595102,3
116131,1706620895,2
110179,1706610667,1
111487,1706631783,2
115102,1706648155,1
105348,1706657274,3
115834,1706578538,3
111255,1706659033,1
105133,1706652033,3
113895,1706579783,3
125741,1706648107,2
124323,1706583862,2
120123,1706645305,1
103568,1706633192,1
114950,1706642874,3
107568,1706580813,3
102614,1706657182,1
118464,1706604466,1
118303,1706657756,2
118781,1706575101,1
123805,1706613210,2
117649,1706596453,1
103380,1706657261,2
118877,1706640839,1
109198,1706636373,1
110889,1706591911,1
127606,1706614720,1
125814,1706601109,1
100233,1706610626,1
104893,1706574070,3
113336,1706637572,3
102866,1706584990,2
115644,1706635531,2
126279,1706596042,2
127368,1706611707,2
124832,1706605806,2
123381,1706585632,2
104501,1706609635,3
117774,1706645887,2
120553,1706654670,2
117863,1706599703,3
102024,1706646444,1
116029,1706635361,1
118177,1706603063,1
107352,1706607112,1
128435,1706623751,3
124825,1706643787,3
100493,1706641969,2
108486,1706647979,2
115320,1706586105,3
128762,1706601044,3
113850,1706631796,2
119291,1706648026,3
117983,1706634180,3
106384,1706598401,1
105904,1706575834,3
108785,1706610459,1
128686,1706627361,2
122154,1706615013,2
100086,1706633703,2
105409,1706602649,3
129658,1706612742,2
127107,1706636663,2
125177,1706651672,2
117598,1706595037,1
109169,1706656644,3
103339,1706600601,3
103973,1706630153,2
113658,1706635682,3
112898,1706583499,1
103060,1706575535,1
117704,1706625759,2
116260,1706609080,3
105205,1706635048,2
125680,1706587238,3
114692,1706607568,3
107344,1706574084,2
107062,1706640986,1
111707,1706645061,2
113460,1706641195,1
113145,1706637043,1
121739,1706608634,1
128506,1706641785,3
110715,1706610820,1
123939,1706572958,3
106881,1706595413,3
121899,1706624434,2
119623,1706578680,3
109230,1706655352,2
122288,1706598141,3
112932,1706586552,3
108095,1706602853,1
113376,1706648824,2
121579,1706657848,3
109586,1706650305,2
100874,1706637154,3
104616,1706612712,1
124961,1706619814,3
126011,1706637217,2
118171,1706652084,2
129364,1706639592,3
103959,1706580431,2
100901,1706632205,3
111972,1706589963,2
103484,1706643327,3
102054,1706636754,3
122793,1706624491,3
118681,1706614841,1
102946,1706633798,1
107696,1706648488,2
124295,1706589087,3
114061,1706649305,3
103248,1706656309,1
120608,1706636822,1
119511,1706634135,1
105346,1706585324,1
114897,1706598209,1
117785,1706591512,2
117914,1706580277,2
128200,1706584637,1
101510,1706609929,1
122589,1706623663,3
105670,1706621131,3
103305,1706625410,2
109108,1706590665,1
126316,1706637388,2
120950,1706590308,2
120494,1706658173,2
100160,1706604351,2
117541,1706636876,2
123913,1706596685,1
103342,1706637260,1
109978,1706646633,1
108041,1706597918,3
126903,1706608951,3
126167,1706580726,3
127334,1706594433,3
118148,1706582183,1
109484,1706622457,3
118376,1706658506,3
108940,1706575019,2
107923,1706620718,1
119061,1706607838,1
113446,1706604882,1
100930,1706577220,1
113880,1706634419,3
112201,1706593308,1
108584,1706612517,3
117179,1706574168,2
117039,1706639643,3
101991,1706628585,2
127639,1706648708,1
106002,1706596377,2
109032,1706620601,3
117432,1706638331,2
126681,1706613063,3
109580,1706575196,1
116275,1706572886,2
119315,1706588764,1
119458,1706614529,3
128077,1706656549,3
112520,1706644777,1
116012,1706624408,1
124239,1706658328,1
114526,1706622275,1
129094,1706626797,3
118625,1706649719,1
102922,1706650229,3
121412,1706652332,1
110826,1706657241,2
101895,1706613162,1
107620,1706653795,2
105288,1706650236,2
118088,1706624937,3
117898,1706585626,3
128380,1706639932,3
118325,1706593183,2
113119,1706602238,3
113887,1706583463,2
114215,1706624539,1
127111,1706634108,2
107858,1706658599,2
126449,1706650475,1
127596,1706607670,2
115107,1706601917,1
104500,1706624503,2
111563,1706622892,1
104108,1706595986,2
101486,1706611285,2
106875,1706594432,3
114980,1706599701,1
122655,1706638876,1
116409,1706574059,3
113266,1706583711,1
116086,1706612028,2
117637,1706617123,1
110743,1706594077,3
112142,1706582400,1
104302,1706656015,3
109288,1706579976,2
112423,1706619969,3
116564,1706638701,3
107457,1706642329,3
111731,1706636565,1
108990,1706654474,1
109631,1706647375,3
101399,1706628780,1
128577,1706577752,2
124001,1706625999,3
111629,1706616094,2
117738,1706656116,2
129778,1706643618,3
100177,1706630106,3
129785,1706651837,3
107942,1706605762,1
103417,1706598810,1
111608,1706654790,3
107692,1706630268,3
122930,1706618088,2
123684,1706601798,3
117147,1706599377,1
121344,1706585287,3
106030,1706620916,1
104387,1706588261,3
107543,1706626963,1
126202,1706577234,1
126061,1706651034,1
122233,1706576115,2
109729,1706600393,2
113668,1706604232,3
128034,1706648635,1
115003,1706649643,3
109816,1706655180,1
103977,1706581014,1
119256,1706629298,1
111311,1706657576,2
108735,1706618799,3
101562,1706634725,1
129634,1706574061,2
112012,1706624012,1
106991,1706615588,2
128202,1706590469,2
110193,1706620896,2
122890,1706604307,3
113963,1706589270,3
108723,1706574647,3
119007,1706590162,2
112844,1706635017,1
119218,1706644724,3
112292,1706658358,1
118376,1706641747,2
103990,1706609491,3
107372,1706613062,2
127508,1706604565,1
122673,1706654364,2
105223,1706585776,3
125027,1706652169,1
122112,1706574394,3
127483,1706630091,3
104890,1706619268,3
102633,1706641492,1
128121,1706578992,1
109541,1706640602,2
123699,1706605626,2
114996,1706655566,2
124523,1706607289,3
123636,1706591945,1
100388,1706636328,3
105911,1706645485,3
128132,1706649440,3
113585,1706645723,1
109897,1706596925,3
116075,1706603936,1
129004,1706591204,2
122741,1706575459,2
121922,1706633531,1
109944,1706580649,3
110753,1706639698,1
107856,1706652570,1
124343,1706633431,1
120096,1706651033,3
116024,1706608430,2
110768,1706611350,1
107669,1706630047,1
109312,1706589068,1
112947,1706619986,1
102567,1706632563,3
116481,1706640916,2
112222,1706617303,1
117397,1706633324,3
104583,1706637150,2
124711,1706633816,2
109412,1706606141,1
104942,1706655710,3
107202,1706584134,2
101301,1706627297,1
109633,1706578084,1
114977,1706598895,2
118822,1706649559,3
121449,1706589448,2
115753,1706646292,2
109940,1706631504,1
106615,1706608788,2
105526,1706619038,1
123315,1706581868,1
118139,1706644259,3
118925,1706617665,1
113613,1706625774,2
113300,1706630930,1
111177,1706620598,1
116649,1706591173,1
116790,1706649162,3
108839,1706590769,2
124805,1706630358,1
114308,1706584453,3
127004,1706596202,1
112019,1706625273,2
115086,1706584520,1
121729,1706619561,1
117591,1706605504,3
116689,1706593490,3
125620,1706587404,3
102262,1706614602,2
108742,1706608396,3
123504,1706613156,3
110920,1706639875,3
121702,1706608447,1
103583,1706615656,1
120205,1706594050,2
122108,1706597974,1
128665,1706654440,3
108403,1706614244,3
126918,1706644307,1
114999,1706619839,2
113688,1706640791,1
117350,1706619804,1
115220,1706647434,3
129627,1706629805,1
114738,1706627704,3
123298,1706615106,2
103396,1706583214,1
119737,1706644833,1
108506,1706638301,1
121131,1706574664,2
100166,1706590027,1
117125,1706627787,3
126667,1706645529,3
111983,1706655870,1
126866,1706627948,3
129184,1706644239,1
107137,1706575993,2
106194,1706614758,2
101199,1706649322,2
113963,1706590253,2
124871,1706648746,2
124991,1706617244,1
121389,1706607811,2
101820,1706592641,3
123371,1706655361,1
101713,1706615946,1
126556,1706587418,1
128806,1706572955,1
117478,1706606563,2
115328,1706604243,1
115114,1706587368,3
104190,1706591311,3
111881,1706574061,2
108374,1706574326,3
113068,1706584275,3
125931,1706594420,1
100243,1706618418,1
106422,1706623438,1
122701,1706645445,3
105539,1706630803,1
123030,1706584179,1
117674,1706575847,2
114324,1706601811,1
110016,1706619891,1
119397,1706611613,1
113624,1706593917,2
128332,1706624662,1
105336,1706595905,1
104289,1706631151,1
100329,1706580087,3
128640,1706587620,1
118704,1706640679,2
128633,1706624637,2
122697,1706650840,3
102577,1706633826,3
128444,1706651713,3
119876,1706633681,2
126205,1706656023,3
103475,1706600643,3
117197,1706642112,2
127588,1706624244,2
117022,1706632562,2
105459,1706589601,1
118142,1706638941,3
114134,1706622391,1
120491,1706615475,3
128037,1706654352,3
109922,1706580101,1
112550,1706635443,1
102189,1706609349,2
103988,1706642457,1
105120,1706601944,3
129442,1706652992,1
127271,1706601368,1
122728,1706623049,1
101046,1706657839,3
110014,1706597272,3
129712,1706616518,1
114521,1706647788,1
111696,1706631055,1
106591,1706638778,3
124583,1706616559,2
110967,1706587733,1
109118,1706615144,3
127017,1706589525,3
115763,1706591583,3
111886,1706603554,1
121408,1706603603,3
123445,1706624679,1
107558,1706633974,1
119296,1706655262,3
112822,1706648953,2
111484,1706648859,2
118008,1706633093,3
108411,1706608626,2
119917,1706573050,2
107689,1706621028,1
111540,1706605168,3
125477,1706650201,2
108667,1706576461,2
109181,1706605772,1
123798,1706621229,3
120374,1706582085,2
101338,1706586413,1
114826,1706603678,3
124204,1706592726,3
116171,1706643249,1
124482,1706644087,1
108999,1706592256,2
126054,1706643413,3
120198,1706614674,3
126666,1706625198,3
100886,1706657087,3
105717,1706608624,2
129015,1706646629,1
113303,1706601613,3
102348,1706649060,1
125674,1706574589,1
129857,1706656086,3
117596,1706656430,1
102503,1706616692,2
100619,1706617546,2
129703,1706636215,3
100227,1706647722,2
117860,1706578455,3
102580,1706630711,2
122812,1706586281,2
114228,1706642613,3
102905,1706644354,1
110151,1706618747,1
101056,1706606630,3
111977,1706604103,2
103795,1706610038,1
114730,1706614300,1
124378,1706639186,3
111452,1706635031,1
106504,1706611473,2
100589,1706615572,2
111751,1706591828,3
117384,1706645407,3
120332,1706592901,3
124940,1706649659,3
118390,1706645003,3
102359,1706581604,1
108876,1706631726,1
124189,1706628194,1
117537,1706657029,1
115521,1706638489,3
113966,1706600406,1
102133,1706574483,2
115045,1706617289,1
111795,1706588029,3
111263,1706578609,3
110460,1706632547,2
115633,1706658620,2
116540,1706579822,2
114448,1706627347,1
105467,1706586858,3
108083,1706597517,2
122023,1706622369,3
123228,1706646426,3
126774,1706656208,3
101595,1706651025,2
101362,1706579686,2
115600,1706589206,1
122906,1706598487,1
121425,1706598293,2
129062,1706651128,1
104894,1706654519,2
108986,1706598534,1
113285,1706609085,3
127570,1706593296,1
