uid,time,action
116365,1706005560,3
107843,1705986859,2
129794,1705968299,3
107265,1705993698,1
110575,1706049817,3
125093,1705988972,2
104381,1706049140,1
109480,1706043613,2
129368,1706046556,3
116476,1706014249,1
108618,1706039377,2
107875,1705989124,3
111159,1705977297,3
107739,1706052128,2
122744,1706052614,3
110901,1705971662,2
120500,1706036263,3
106424,1706001629,1
117975,1705970919,1
126725,1705982019,1
115585,1705978340,2
128428,1705969508,2
102531,1705969336,2
120986,1705969756,3
119997,1705980789,1
124818,1705993702,3
118583,1706027685,3
101048,1705969280,3
107592,1706011394,3
118035,1706042264,3
124869,1706000642,3
113284,1705980870,1
119574,1705987345,3
103827,1705969307,1
125085,1705974900,1
102291,1705978409,2
100387,1706041270,1
102685,1706048415,3
101475,1706018477,3
107868,1705972975,3
126914,1706037404,2
108525,1706046264,1
102208,1705992884,2
111230,1705995583,3
109403,1705998238,3
113883,1706011062,2
101788,1705980571,1
110941,1706024561,3
110049,1706046522,1
123393,1706013135,3
107523,1705995750,1
120918,1705995487,3
111853,1706032855,2
111288,1705997210,1
118076,1706019126,2
115527,1706025503,1
129049,1706000389,2
120462,1706023588,3
109388,1706041895,2
119758,1705989437,2
122036,1705994840,3
123271,1706004279,1
125586,1706008187,3
127133,1706008184,1
129701,1706048929,1
106288,1706034572,2
108553,1705978538,3
101388,1705993198,2
102509,1705988371,3
117956,1706019176,2
129179,1705973082,1
122076,1706020171,1
117302,1705976330,2
109958,1706035998,3
104130,1706048544,1
101308,1705982762,2
103560,1705981688,2
109543,1706009551,1
111420,1705988157,1
126576,1705985150,3
106860,1706028549,1
109016,1706014380,3
122567,1705980032,3
122005,1705992995,2
101778,1706046924,1
116172,1706054145,1
126845,1706003483,1
116139,1705991986,1
118257,1706050030,2
111466,1705981511,3
108668,1706021445,2
106782,1706019697,1
129466,1706001624,2
119521,1706026830,2
126174,1705974012,1
119762,1706002582,1
110169,1706007311,2
107386,1705982437,2
101047,1706000214,3
127245,1706047250,3
110195,1705986717,2
114579,1705976411,3
101037,1705969471,3
124014,1705997756,1
102337,1706000131,3
106435,1705997202,3
127571,1706006471,3
115384,1706018906,2
112719,1706001745,2
122078,1705983094,3
120510,1705984827,2
121515,1706016329,1
101580,1706043894,2
124503,1706017706,1
119918,1705998790,2
116145,1706026250,2
104901,1705995319,2
128440,1705993265,3
118151,1706043877,1
112526,1705992249,3
113658,1706000705,2
108917,1706025979,2
100329,1706017668,1
121329,1706048930,1
107713,1705986984,3
119627,1706037663,2
118791,1706029717,2
109890,1706003393,3
120556,1706039935,3
105277,1705998238,2
128376,1706044024,3
103175,1706043087,2
125658,1706036461,3
108833,1706020160,3
110230,1706031485,2
104107,1706047199,2
116112,1705969221,2
122745,1706031114,1
116089,1706044300,2
101779,1705996182,1
117387,1705980308,1
101891,1705971255,2
126393,1706034083,1
128620,1706008558,2
129419,1706019857,2
119245,1705982652,3
124211,1706026344,1
117625,1706031353,3
120937,1705992921,1
128160,1706002952,1
106687,1706004491,2
100531,1705975055,3
121044,1706052723,2
126701,1706029375,3
104076,1705994840,1
103082,1705987628,3
125441,1705990017,1
113541,1705969696,1
111646,1706027658,2
125971,1706010893,2
126047,1706006005,1
109429,1706016340,3
127736,1706039416,1
108015,1706041479,1
119004,1705991124,1
122634,1706021887,1
116497,1705980218,2
129243,1706017757,3
113514,1706052551,2
105446,1705989067,2
104917,1706022154,2
125346,1706037128,1
103857,1705985927,2
107947,1706026060,3
109087,1706022080,1
105108,1705982253,1
122834,1705993111,3
124165,1706021072,1
109081,1705983096,2
119728,1706038612,3
128806,1705998848,3
103242,1705969257,1
117338,1705970023,3
111360,1706008136,1
107383,1706028028,2
106954,1706050294,2
108002,1705970587,1
128986,1706024808,2
120195,1705985629,3
126638,1705988252,3
115263,1705995117,3
113721,1706054055,2
116113,1706044518,1
108968,1705975603,2
127249,1706044816,1
125775,1706040586,2
128508,1706034838,2
103513,1705969801,1
125422,1706048476,3
124373,1706031032,1
106379,1705996752,1
114139,1706045699,2
109829,1705988043,3
118180,1706024732,1
120282,1705977871,1
108339,1706019753,3
128035,1705991272,2
127184,1706014544,3
119982,1705984746,3
109537,1706041151,3
102343,1705988478,1
106776,1705974070,2
110219,1705995505,1
126111,1706042892,2
115658,1705995911,3
119133,1706005257,3
100201,1705990902,1
113090,1706048789,2
115551,1706002244,3
116810,1706031039,2
123271,1705979124,1
125590,1706006170,2
107600,1705993237,1
110637,1706019032,1
100118,1706015933,2
122467,1705981180,3
101137,1705992351,1
125544,1706044630,3
111432,1706044554,1
115081,1706021343,2
104196,1705989114,1
107343,1706021015,3
107400,1706016072,2
123368,1706002659,1
128202,1706049055,1
126176,1706017015,1
102304,1706051890,3
127373,1705979432,1
105026,1705972693,2
112752,1706047851,2
124159,1705987470,3
100547,1706053108,1
108884,1706047431,3
104931,1706011283,3
109029,1705983063,2
104899,1706018511,1
128027,1706048429,2
104909,1706008783,2
107638,1706015140,2
115511,1705997186,3
110496,1705968204,1
127093,1706013826,2
111756,1706000817,2
127759,1706013215,3
105690,1705997831,1
108433,1706022974,1
116747,1706024033,3
125980,1705968553,3
126187,1706030723,1
120053,1706050160,1
104835,1705977009,1
127691,1706002807,2
114190,1706035278,1
129292,1706015183,2
100774,1705997307,3
102313,1705998992,2
128548,1706003346,1
122368,1706051741,2
116537,1706011971,3
109490,1706029611,3
104952,1706000201,3
108471,1706024957,1
122764,1706028107,2
101665,1706053837,2
108030,1706007041,3
121351,1705994482,2
114644,1705994749,1
119109,1706005229,1
103956,1706010016,3
119851,1706020548,3
106128,1705999288,1
126823,1706015618,3
114592,1706052619,2
113737,1706030272,3
112883,1706042667,3
128082,1705980669,3
113631,1706008033,3
126728,1705991181,3
117959,1706031529,2
102158,1706045442,3
117676,1706014631,1
113191,1705984004,3
108866,1705980177,3
124053,1706045575,3
116074,1705987742,1
105305,1706009338,3
110908,1706004232,1
110171,1706020254,2
112249,1705989040,2
129390,1706045091,1
127906,1705968671,3
105653,1705981630,3
100231,1706016719,3
103728,1706021370,2
105713,1706013225,2
115774,1706004333,1
127508,1705968318,2
128781,1705973803,2
110142,1706031171,1
123784,1706011173,3
114759,1706039643,1
102198,1706053994,2
111074,1706014207,3
117906,1706049245,1
129671,1706015508,1
106217,1705988225,2
119188,1705995940,3
111609,1706052503,2
108859,1705976830,1
114841,1706019045,1
109167,1706023656,2
104344,1705999273,2
110270,1706039933,2
109287,1706040163,2
105633,1706046193,3
105889,1706022028,1
129101,1706037959,3
119395,1706041899,3
120397,1706019273,1
127699,1706050576,3
117339,1706010072,3
128863,1706029697,2
120182,1706022743,1
115311,1705978037,1
111581,1706030821,2
114344,1706049283,1
122179,1705990467,3
108609,1705980567,1
127641,1706043840,3
113236,1706001847,1
100641,1705975636,3
120489,1705986449,1
107285,1706046121,2
102120,1706035039,3
129030,1706053418,3
115772,1706005595,2
107144,1706032147,3
115028,1706022574,3
129130,1706003119,1
127091,1706053169,3
101994,1706049309,3
107582,1706033232,2
108675,1706036931,3
114430,1706020481,2
116325,1706046248,1
100678,1706027333,3
121189,1705971284,1
111011,1706037997,3
115827,1706048196,3
122367,1706041874,1
122167,1706054190,2
109103,1706002417,3
116792,1705973449,3
116023,1706040145,3
124792,1705977076,3
111616,1706050024,2
115945,1706007859,2
126327,1706026071,3
118878,1706008962,1
110964,1705970803,2
125599,1706011424,3
123818,1706050965,1
112046,1706040315,1
120376,1706011715,3
105640,1705970256,3
103862,1706016222,1
127564,1705984657,3
100381,1705968101,1
125373,1706048211,3
105887,1706018082,1
120560,1705985055,3
103800,1705996743,2
122847,1705969554,3
106701,1706043287,3
110036,1706018948,3
102628,1706030174,2
100859,1706004251,3
100676,1706005120,2
110433,1706004388,3
124018,1705981964,1
113037,1705972657,2
124519,1705997011,3
107288,1705970047,1
114763,1706049188,3
120032,1706005620,1
102493,1706052995,1
105379,1705984829,2
116380,1706052536,1
106137,1706027880,2
115390,1706017121,3
106855,1706001084,2
110263,1706028677,1
109054,1705983147,3
122497,1706001949,3
104415,1706013950,3
114310,1705991945,2
100735,1706007414,2
114566,1705996650,2
103833,1705975579,2
114179,1706000936,1
113743,1706029229,1
128236,1705979230,1
123687,1706033107,1
125311,1705969953,2
108512,1706050115,1
102568,1706051585,3
125108,1706034875,1
108814,1705990998,3
129228,1706038107,3
116756,1706036056,1
108458,1706044403,1
109068,1706038202,2
104389,1705970512,3
112956,1705981878,1
103579,1706039732,2
117408,1706002796,2
110508,1705996594,3
128624,1706053128,1
115459,1706042634,1
110837,1706028212,3
101568,1706042212,3
105129,1705979940,1
125564,1706021281,3
121022,1705987023,3
115384,1705976234,3
127623,1706019086,1
116408,1706004634,1
108859,1706048705,1
109473,1705980206,2
127076,1706051215,2
110096,1706041795,1
129409,1706012887,2
100965,1706015113,3
129805,1706052148,2
125437,1705993506,1
126171,1706030601,2
114267,1705979266,3
105907,1705972034,3
119913,1705978680,3
122455,1706045250,2
115943,1706015721,3
116576,1706005474,2
111887,1706033689,1
126389,1706024337,3
117731,1706012810,3
126515,1705987284,3
129882,1706007453,3
115996,1706028629,1
121648,1706002761,1
127192,1705980955,2
111161,1705972450,2
115528,1706004963,2
104514,1706019306,3
111402,1706025617,2
116269,1705998192,1
129105,1706031750,1
125002,1705968332,2
119841,1705981972,3
103038,1706046258,1
110547,1706000867,2
107382,1706034163,2
113226,1706036732,2
122242,1706040356,2
128672,1706015279,2
124337,1706037535,2
103000,1706049636,1
105592,1706046299,3
106097,1705983459,3
126420,1705972554,2
107230,1706044582,2
113957,1706036818,1
126511,1705998708,2
110710,1706014625,2
118862,1705972946,1
123601,1706028714,1
108895,1705999116,3
101179,1706050824,1
103567,1705983102,2
128079,1706000618,1
