uid,time,action
103638,1705934084,1
104728,1705894694,1
114165,1705921820,3
128394,1705894558,2
115778,1705922223,2
114590,1705913974,2
119921,1705918140,3
120352,1705913558,2
120224,1705924427,1
129807,1705955770,3
102562,1705897356,2
126574,1705948535,1
122345,1705935156,2
105912,1705906081,3
118756,1705947057,2
121476,1705965941,2
116849,1705941911,2
117769,1705947476,2
107359,1705949734,2
113370,1705908009,1
116914,1705920596,2
106231,1705957703,3
122446,1705925031,2
128354,1705924423,3
117499,1705900390,1
108478,1705881783,2
105971,1705892834,3
111936,1705953380,3
102999,1705900187,3
122173,1705934601,2
120488,1705965474,2
102338,1705900542,1
126392,1705956555,3
128450,1705903238,2
101432,1705961836,2
103001,1705912977,2
123081,1705896985,3
113985,1705942712,3
124876,1705952962,2
108098,1705931426,3
122870,1705935050,3
106104,1705927648,3
100380,1705931783,3
100275,1705883912,2
111224,1705954582,3
109285,1705919196,2
118484,1705908700,2
109571,1705895211,3
100113,1705932333,1
119599,1705937986,1
124000,1705927143,1
110385,1705931349,2
122821,1705911759,1
100988,1705907666,2
120232,1705905547,1
116889,1705907653,1
129636,1705952035,3
118419,1705897476,3
114215,1705947969,1
116339,1705928332,3
108536,1705928962,1
103726,1705952245,3
108338,1705956780,3
117880,1705897688,3
100059,1705923056,3
114981,1705965060,1
100254,1705947712,1
106937,1705933981,1
105569,1705949641,3
129082,1705915168,2
121970,1705928575,2
112189,1705927280,3
121239,1705910730,3
108004,1705943546,3
110280,1705917207,3
112979,1705902045,3
119062,1705929578,2
101546,1705953253,2
128041,1705904526,1
128477,1705935963,3
105026,1705902468,2
107560,1705909586,3
108042,1705901974,1
112795,1705923564,1
128111,1705938434,3
104697,1705950788,2
115357,1705929547,3
100482,1705889366,1
108078,1705890471,1
114849,1705906895,3
127334,1705947734,2
117541,1705937313,1
126909,1705942107,3
121707,1705925495,1
113885,1705901370,1
125667,1705887391,2
128238,1705882493,1
123626,1705964843,2
107547,1705891233,3
127819,1705950454,3
112388,1705911435,2
112419,1705965539,3
108562,1705939142,1
119750,1705919552,3
103843,1705925519,2
121791,1705890860,3
103191,1705953787,3
129076,1705952051,2
116372,1705959361,3
124574,1705894336,2
104854,1705952195,2
119937,1705925352,2
118586,1705936394,1
107855,1705919753,3
108154,1705931963,3
101316,1705948119,2
102216,1705888175,2
125675,1705960068,1
117269,1705881765,1
128111,1705897128,2
101652,1705926565,1
