uid,time,action
125023,1706321249,3
109439,1706391650,2
119038,1706370423,2
123202,1706348361,2
115939,1706389956,2
121372,1706377919,1
110960,1706338726,1
105389,1706346483,2
116787,1706396551,2
120173,1706350286,1
120505,1706352195,3
105107,1706393534,3
115602,1706322719,2
108128,1706360757,2
122471,1706354806,3
100224,1706396163,3
121304,1706338453,2
117374,1706381475,2
123627,1706392197,2
105378,1706378843,1
107267,1706363093,1
118799,1706314182,1
121233,1706395127,1
123071,1706377375,1
120743,1706349749,3
127702,1706316979,3
119467,1706388820,1
115711,1706327781,3
125431,1706360530,1
110244,1706365735,1
128622,1706354000,1
117084,1706364850,3
128891,1706341266,1
105529,1706348706,1
117315,1706392364,3
106017,1706335198,1
127606,1706322894,2
122200,1706377958,1
113109,1706338599,1
126600,1706377369,2
100715,1706333615,2
105662,1706336732,2
112503,1706323470,2
100695,1706372297,2
109634,1706372437,1
121745,1706314374,2
109182,1706366036,1
126098,1706338181,2
103910,1706338140,1
119312,1706372742,1
107688,1706387005,3
121228,1706380696,1
107022,1706343617,1
120760,1706318639,2
115995,1706353859,1
124444,1706376615,3
109884,1706325630,1
110118,1706394209,2
108202,1706339023,2
109319,1706318378,3
100802,1706328110,3
110014,1706390388,1
124407,1706366789,1
118340,1706319667,1
108851,1706348434,2
122558,1706337521,2
113553,1706323840,2
105782,1706380392,3
128897,1706325712,1
108653,1706386747,2
120533,1706360048,2
119104,1706392619,1
109155,1706344169,2
116578,1706329000,3
103778,1706326088,2
121260,1706385827,3
102896,1706389582,1
115889,1706381589,2
111739,1706345835,2
108371,1706315637,2
126608,1706369481,3
122026,1706386953,1
103858,1706342507,2
124381,1706393620,3
126886,1706391269,2
113506,1706383519,1
127898,1706379823,1
124377,1706363505,1
110696,1706375293,1
120023,1706381541,1
126596,1706351905,2
112265,1706320566,1
110785,1706321284,1
110224,1706332493,3
120622,1706324005,3
107671,1706379643,1
104623,1706380679,3
111915,1706397693,2
111443,1706381213,3
106093,1706399143,1
126914,1706376731,1
118334,1706323996,1
108795,1706323857,2
105636,1706370586,2
110139,1706386324,1
113324,1706342127,1
121344,1706399909,2
123242,1706360058,3
112567,1706361560,1
107347,1706320383,3
113074,1706338634,3
128194,1706376615,1
105500,1706399174,1
122782,1706395752,1
117470,1706339069,2
114868,1706370115,2
102032,1706325524,1
106949,1706373312,3
113371,1706390183,1
105965,1706388085,3
122864,1706334606,3
106863,1706319310,3
106911,1706344081,3
103128,1706323626,2
106323,1706326517,2
123205,1706351405,3
117462,1706374561,3
101624,1706379762,1
115360,1706364049,2
110813,1706371652,2
105418,1706333596,1
119822,1706360216,2
114975,1706391703,2
106187,1706340307,1
112602,1706330540,1
114374,1706387137,2
119983,1706374912,2
112245,1706357346,2
104875,1706392881,1
122270,1706395545,1
128059,1706379326,3
107446,1706353171,3
106815,1706352998,2
113375,1706357231,2
118884,1706399923,1
103731,1706331558,2
121788,1706393181,2
119479,1706319057,2
114563,1706330793,3
107865,1706338245,1
126772,1706315685,3
126356,1706353744,2
121078,1706323055,2
100095,1706331394,2
117812,1706386702,2
101914,1706359052,2
116734,1706346776,2
116619,1706396989,1
109955,1706317681,3
101730,1706351398,1
114111,1706326643,3
110369,1706365652,2
111638,1706341996,1
122328,1706382293,1
100735,1706395295,2
129406,1706328792,1
103320,1706330177,1
122466,1706364536,1
108455,1706378359,3
114082,1706394504,1
116295,1706351948,3
108051,1706389571,2
115945,1706388849,2
119579,1706321812,3
113537,1706342891,3
115243,1706351637,1
114460,1706377588,3
106341,1706328655,1
128109,1706382693,2
113422,1706389592,1
124923,1706321520,2
108643,1706339568,1
114239,1706359274,3
110622,1706399826,1
116522,1706368634,2
104178,1706334286,3
114836,1706324572,2
125350,1706339115,1
119537,1706315155,1
120785,1706323684,3
128358,1706349302,2
122622,1706317321,2
106528,1706362690,1
106737,1706348955,2
107620,1706314266,2
119196,1706396746,2
111160,1706321435,2
111273,1706330370,2
113118,1706371925,3
113358,1706364184,1
109176,1706360712,3
119701,1706363939,2
103854,1706331506,1
122578,1706372250,2
113895,1706340975,2
126525,1706363888,3
113401,1706332076,3
102474,1706330308,1
111913,1706314596,2
127589,1706361545,3
107342,1706368313,2
111300,1706330729,3
103823,1706395595,3
126228,1706370843,1
129814,1706379845,1
125030,1706361018,2
129868,1706339631,3
112450,1706388931,2
119762,1706316989,1
107798,1706361556,3
115042,1706387551,1
124057,1706319073,1
124714,1706317651,3
104440,1706347048,3
112332,1706334773,3
102506,1706336362,2
104602,1706348203,3
126868,1706368335,1
129381,1706381128,2
109705,1706384538,2
110531,1706389158,3
110579,1706325271,3
127629,1706345702,1
121365,1706361068,3
128111,1706392425,3
126935,1706365180,1
104693,1706349836,1
118285,1706343928,1
121682,1706360640,3
122340,1706367950,3
102201,1706318593,3
106531,1706367475,3
110024,1706334148,1
112909,1706384823,3
105006,1706344896,1
104754,1706324252,1
129360,1706385962,3
103724,1706365519,2
120865,1706382242,3
