uid,time,action
119641,1704366299,3
117944,1704400295,1
107148,1704347382,2
109697,1704332125,1
104396,1704355527,2
128108,1704341982,2
107808,1704343441,2
116693,1704366317,1
128474,1704363204,3
102945,1704360881,3
129264,1704350788,3
119703,1704386151,2
105978,1704401218,1
117961,1704396650,2
101558,1704390171,3
120864,1704383902,1
117948,1704380554,1
114823,1704408594,3
125189,1704349246,3
101052,1704349225,1
107624,1704363819,3
102930,1704350193,2
113035,1704357061,3
122427,1704335849,2
113982,1704374923,3
100399,1704336826,1
113078,1704387965,3
109907,1704392253,2
115563,1704332239,3
120626,1704360565,2
125426,1704331867,1
108819,1704402021,1
109448,1704331145,2
124289,1704380357,3
119131,1704342140,3
108218,1704391715,2
127471,1704384585,2
125967,1704395604,3
104194,1704347247,2
125206,1704346641,1
113386,1704346294,1
120015,1704410418,1
113309,1704412158,1
107615,1704394693,1
113700,1704331324,1
104452,1704380598,1
127447,1704351004,2
111032,1704405185,2
107487,1704376104,1
112375,1704341722,1
112103,1704378198,1
106105,1704372129,1
100964,1704395672,1
100586,1704386630,2
122801,1704383278,2
115711,1704349885,3
115036,1704328620,2
110209,1704350747,3
110936,1704366284,3
119896,1704408194,3
123721,1704354084,2
109314,1704408935,2
115461,1704361536,3
125064,1704388408,1
127436,1704351073,3
107803,1704385804,1
129418,1704339941,3
101049,1704377104,1
104636,1704400368,3
128342,1704352850,1
129799,1704332322,3
108994,1704385807,3
111159,1704326677,3
115883,1704332177,2
125424,1704330990,2
129545,1704382983,2
128662,1704344441,1
125684,1704393198,3
127845,1704333147,1
124314,1704337230,2
107770,1704376114,3
119646,1704386453,1
119820,1704358973,2
104660,1704333924,1
112402,1704350438,1
120837,1704364123,2
115506,1704326455,2
123842,1704339679,1
104501,1704401081,3
120383,1704376345,3
111659,1704379879,3
119452,1704402275,1
122814,1704337632,2
100065,1704356589,2
120348,1704355814,3
103007,1704349978,1
119916,1704370899,3
109694,1704364177,3
115634,1704349214,3
117824,1704334189,3
124047,1704362945,1
114344,1704382740,3
100684,1704392222,1
100042,1704364485,2
127436,1704365354,3
120088,1704371918,3
110763,1704402458,3
105375,1704389514,1
113849,1704386845,3
114930,1704397379,1
117473,1704371554,2
103522,1704376790,3
102580,1704405685,3
104747,1704406623,2
113002,1704344239,1
110154,1704365528,2
112136,1704340115,2
117719,1704373340,2
101532,1704341043,2
118702,1704364578,3
115509,1704401061,3
129513,1704370087,2
104862,1704370115,1
127951,1704328002,3
115537,1704327289,3
113460,1704388693,3
113370,1704363661,3
118022,1704347765,2
105294,1704340172,2
102929,1704398512,1
105286,1704359920,1
111349,1704381181,3
117834,1704404214,2
107871,1704361048,2
108101,1704374976,1
100196,1704345772,1
100950,1704407885,1
125701,1704378577,1
126400,1704331355,2
111197,1704369126,2
114510,1704406923,1
120196,1704340870,2
118159,1704410337,3
110281,1704350695,2
106008,1704339542,2
111404,1704366068,3
103092,1704370939,3
103661,1704346296,2
116946,1704352653,1
115505,1704376177,2
116917,1704371813,1
102380,1704330230,1
128147,1704368508,1
123640,1704405456,2
118731,1704376699,1
118848,1704403510,3
118612,1704331524,1
119827,1704401029,1
105297,1704406643,3
117874,1704331698,3
118622,1704398883,3
107329,1704344172,2
119335,1704354473,1
127744,1704406666,3
123678,1704345344,1
122765,1704408987,1
123147,1704363479,1
118019,1704328002,2
101546,1704368447,3
120490,1704399735,3
123762,1704374255,1
123677,1704350069,3
124405,1704389313,2
125558,1704406868,1
120285,1704342003,2
118322,1704328486,3
116498,1704370553,3
128455,1704392852,1
110634,1704405786,3
119277,1704407849,3
121837,1704337967,3
103860,1704347639,2
119434,1704389186,1
114636,1704393860,2
123808,1704411542,3
108290,1704366400,3
124620,1704331074,3
119523,1704411059,1
101336,1704358791,2
108984,1704381579,2
122543,1704338783,1
113616,1704333329,2
123988,1704360815,1
127760,1704383484,2
106569,1704372603,1
122234,1704378525,1
125091,1704338367,3
117952,1704392969,2
119551,1704364947,2
120325,1704396165,2
108044,1704377692,2
107196,1704345683,2
126052,1704332849,1
116393,1704390793,2
110026,1704411472,3
115265,1704379856,2
127100,1704408020,3
113218,1704371953,2
110683,1704377118,2
113822,1704395105,3
103584,1704348658,3
127937,1704410352,2
100357,1704400467,3
108011,1704349144,3
125252,1704346045,3
113758,1704330430,1
116721,1704383783,1
129825,1704391421,3
127870,1704341548,3
128628,1704334699,1
127988,1704369129,3
110699,1704357329,3
112672,1704399496,1
100056,1704395451,3
127723,1704390995,1
118815,1704335915,1
101058,1704368347,2
124878,1704390522,2
117807,1704400345,1
126065,1704390802,1
101248,1704369923,3
123769,1704396634,2
111875,1704333419,2
124444,1704393702,1
112616,1704368529,2
122994,1704406314,2
114895,1704356772,1
120349,1704403961,1
103703,1704369233,3
125515,1704360864,3
106906,1704326796,1
118087,1704337435,3
103456,1704330899,1
100136,1704377140,3
110775,1704411287,2
111807,1704377222,2
123809,1704407757,2
128565,1704346079,2
104188,1704376648,3
116445,1704364410,2
112912,1704337679,3
125165,1704382541,1
100791,1704394101,1
108103,1704347252,2
112446,1704372709,1
101180,1704374529,3
126753,1704394740,2
103393,1704354618,2
122388,1704327636,2
120059,1704397620,1
114831,1704398748,3
115745,1704391042,1
118363,1704371284,3
120935,1704360017,1
100170,1704391341,3
116409,1704337897,3
105218,1704370740,2
107300,1704327720,1
108174,1704398316,1
115503,1704405907,2
