uid,time,action
122803,1704827761,3
102064,1704793260,1
120813,1704761882,1
123953,1704834419,2
111698,1704809292,3
110360,1704840888,2
116227,1704765711,2
113196,1704805167,2
110886,1704791362,3
117897,1704768767,1
107540,1704765007,3
122933,1704780540,3
118797,1704778067,2
105768,1704820215,3
109313,1704796079,3
126314,1704798695,3
102732,1704802335,3
118592,1704832529,2
110272,1704807336,2
120550,1704834111,2
110484,1704768201,1
129387,1704837325,2
105001,1704825730,2
105404,1704840332,1
127648,1704840588,1
110194,1704798093,1
114866,1704791617,3
101276,1704798110,3
127186,1704770744,2
129230,1704797438,3
115875,1704812157,2
117771,1704839800,3
122363,1704809761,3
116119,1704819158,2
103865,1704785194,2
105902,1704791233,3
107166,1704841049,3
124749,1704790256,1
111301,1704825687,2
113465,1704806836,3
127946,1704819802,2
118950,1704816558,3
119021,1704836741,3
101626,1704804525,2
120084,1704826044,2
125305,1704816432,3
121119,1704785507,1
119625,1704774742,3
107439,1704787657,2
128076,1704777161,3
106931,1704807377,1
111046,1704810689,3
118458,1704818664,2
111100,1704773952,2
128362,1704780800,1
110107,1704782151,1
119524,1704790141,1
126416,1704803815,1
122903,1704813795,1
108427,1704821032,3
104821,1704778773,2
111933,1704829215,2
127172,1704802821,3
102437,1704816384,1
128607,1704825047,1
111950,1704779649,2
104052,1704802073,3
124139,1704782504,3
129953,1704760787,1
102935,1704826152,1
107151,1704837427,1
120282,1704800713,1
107659,1704812415,2
115797,1704770048,3
113564,1704827496,1
105517,1704802004,1
118766,1704815521,3
113546,1704763093,2
125761,1704769698,2
124716,1704786728,2
116231,1704794723,1
117473,1704784116,1
129930,1704827181,2
110767,1704764595,1
124953,1704790249,2
101630,1704843330,2
115750,1704758472,1
119134,1704841068,3
119820,1704815561,3
100377,1704821056,3
100933,1704768774,3
122774,1704777636,2
117840,1704833951,3
116169,1704840946,2
103637,1704810891,2
127491,1704826025,3
111491,1704802209,3
105189,1704768558,3
119012,1704810270,1
129068,1704820991,3
123845,1704824238,1
104272,1704772408,3
108959,1704802784,3
114474,1704829027,2
100230,1704783468,2
113796,1704830433,1
126647,1704789236,2
102538,1704769964,1
100415,1704812826,1
118064,1704822343,2
124700,1704815259,3
119323,1704760273,2
113459,1704810548,1
119960,1704763792,2
123379,1704761864,1
121965,1704802904,2
111287,1704838993,2
118142,1704819257,2
110074,1704822177,2
127412,1704822328,2
102572,1704777847,1
124529,1704810436,1
100366,1704778899,2
111708,1704842522,1
110234,1704799361,1
104625,1704763125,2
120288,1704824008,3
107188,1704765044,1
102477,1704791374,3
