uid,time,action
125877,1704285337,1
100128,1704293022,1
109215,1704319570,2
116677,1704297597,2
108662,1704313402,2
126601,1704305994,2
126985,1704251001,1
120453,1704303703,3
122434,1704287798,2
122549,1704253294,3
105633,1704264697,3
103019,1704296900,1
111813,1704303656,3
120983,1704298176,1
113901,1704256293,1
104411,1704243414,2
100669,1704285471,2
124540,1704317648,2
106631,1704269680,3
104972,1704261712,2
114468,1704261076,1
129528,1704245127,1
129121,1704290485,2
119817,1704282512,3
107067,1704270788,1
105645,1704284506,1
104211,1704311103,2
106859,1704259154,1
114117,1704271527,2
106240,1704275769,1
119037,1704315891,2
124030,1704289535,2
126341,1704309210,2
128958,1704321053,1
127904,1704314590,2
121120,1704300835,3
109608,1704323956,3
109168,1704295346,3
114384,1704244244,2
127228,1704316022,1
122712,1704291419,3
127419,1704317211,3
105427,1704284655,2
104917,1704307611,3
125237,1704264956,3
126052,1704251150,3
119767,1704302307,1
126219,1704283401,3
103465,1704268413,1
127526,1704242755,2
125908,1704283955,1
114935,1704276869,3
116956,1704245777,2
108536,1704261589,3
100641,1704302649,3
109843,1704277626,1
129048,1704246251,2
116013,1704272546,1
124731,1704306018,3
105500,1704261199,1
117271,1704299139,1
127987,1704277663,2
129026,1704271576,1
122150,1704318294,3
104910,1704302731,1
105990,1704300729,2
123492,1704268709,3
104210,1704289515,1
108910,1704310884,1
126410,1704277082,2
104771,1704308439,1
107684,1704278646,3
123929,1704277650,1
106678,1704314745,3
115222,1704277004,2
115933,1704278410,3
109307,1704290615,3
105756,1704274669,3
122591,1704253984,2
124976,1704298337,1
112144,1704305736,2
105376,1704245254,2
119755,1704296850,3
114986,1704255021,1
123834,1704251425,1
117145,1704250516,2
127421,1704307778,3
119282,1704307510,1
103322,1704264566,2
119288,1704258280,2
107354,1704263364,3
116357,1704304440,1
110976,1704289720,2
108558,1704269665,3
103662,1704275880,3
123558,1704263416,1
120910,1704298733,2
102819,1704301992,2
125311,1704271082,1
125493,1704320374,3
108288,1704317434,3
115143,1704256982,2
124281,1704282767,1
108426,1704314084,2
102828,1704242117,3
105579,1704248748,1
129205,1704258791,1
110454,1704313784,2
129434,1704297532,3
111546,1704320012,3
122078,1704308266,1
129388,1704249338,1
123189,1704262978,1
115662,1704306186,2
123437,1704286666,1
117064,1704304859,3
112414,1704247219,1
127394,1704280941,1
119173,1704265269,1
123176,1704322098,2
104739,1704312824,3
122080,1704317194,3
114194,1704290667,3
113071,1704284565,1
106753,1704240341,3
128996,1704281490,1
105854,1704270184,2
109812,1704266947,1
102920,1704300456,2
114158,1704243645,3
112302,1704324543,1
116780,1704262355,1
122032,1704264953,2
129592,1704307073,1
104061,1704308508,3
127018,1704270120,1
112770,1704303005,2
122278,1704305323,1
122476,1704324466,3
103640,1704260535,1
115225,1704252712,3
114777,1704254643,1
124988,1704260874,1
110864,1704303677,3
105307,1704246500,3
125979,1704310762,1
123938,1704302067,3
111164,1704304614,1
101534,1704245870,2
109515,1704285297,3
124912,1704264957,1
109653,1704312029,2
128587,1704256407,1
101651,1704298233,3
108416,1704266609,3
107816,1704266103,1
111457,1704302098,3
111581,1704323845,3
105408,1704314107,3
112685,1704253541,3
111839,1704303545,2
111871,1704258771,3
104566,1704279917,1
108297,1704254984,2
104918,1704309196,2
108065,1704248469,3
103550,1704296264,1
113852,1704311722,1
104286,1704264102,2
121354,1704294897,2
121548,1704254707,2
106714,1704292626,3
106846,1704275853,3
116570,1704289046,3
117202,1704264864,3
118157,1704298076,2
102874,1704287646,2
128451,1704254442,3
104873,1704267324,3
123942,1704307452,2
126348,1704290716,2
106415,1704271023,1
113907,1704272128,2
105597,1704276275,3
123506,1704323500,2
123817,1704312298,2
117034,1704269708,3
128060,1704306980,1
110762,1704262419,3
106298,1704289013,3
115989,1704279265,1
113513,1704274154,2
103044,1704300869,3
128763,1704241475,3
119847,1704287037,2
109282,1704290463,2
108254,1704242166,3
126655,1704254073,2
117451,1704309536,3
106328,1704259097,2
123725,1704240879,1
103128,1704294965,1
112315,1704301147,3
128381,1704307639,1
119653,1704305172,2
125622,1704289588,2
106814,1704310339,3
124043,1704320724,1
109608,1704303960,2
106779,1704241773,3
108238,1704245464,2
115191,1704318509,1
115933,1704322194,1
115447,1704242598,3
113897,1704292563,2
104637,1704292303,3
122505,1704254985,2
102433,1704287471,2
107735,1704300360,1
110377,1704308219,3
124669,1704244166,3
124499,1704278845,3
124508,1704249407,2
125815,1704245466,2
121750,1704313394,2
122416,1704255337,2
129945,1704256298,1
106761,1704268091,1
107236,1704279578,3
129418,1704260529,3
118594,1704240519,2
108417,1704278520,2
127043,1704292502,2
124784,1704299908,3
115231,1704322341,1
100546,1704281203,3
108229,1704259787,2
126706,1704268841,3
112999,1704253590,1
113514,1704270298,2
110545,1704270396,3
123348,1704257342,2
118317,1704281118,1
108282,1704241971,1
107567,1704301594,2
109534,1704240010,2
114464,1704247587,1
126657,1704283718,2
119960,1704308773,3
116108,1704283628,1
121389,1704289284,1
107871,1704298658,3
127906,1704300718,2
104530,1704318032,1
116582,1704325833,3
121723,1704254662,3
114744,1704300916,3
116643,1704243084,2
103095,1704324490,1
100648,1704297554,3
108312,1704270117,2
122077,1704289367,1
112906,1704321179,2
114948,1704302310,3
112872,1704241732,2
100679,1704294375,1
114465,1704314431,2
100332,1704247811,3
101444,1704321964,3
128606,1704307050,1
106764,1704296681,2
123836,1704250798,1
120590,1704244947,3
101670,1704255411,2
103421,1704293533,2
120950,1704318838,3
127887,1704323190,3
128702,1704270608,3
105788,1704243408,1
125903,1704301306,1
116176,1704307144,1
126780,1704240678,2
123916,1704293156,1
116151,1704244922,2
119808,1704297262,1
103181,1704254172,2
127998,1704306276,2
125456,1704263675,2
106815,1704273244,1
104836,1704245750,1
115571,1704287757,2
100002,1704290925,2
104988,1704325835,3
104192,1704251458,2
114745,1704286145,3
119373,1704277332,1
128635,1704247992,2
102856,1704273198,1
100875,1704265746,1
101819,1704321091,2
103891,1704286414,2
102294,1704254081,1
109869,1704302570,3
107229,1704247805,1
104360,1704309205,3
124275,1704308674,3
108334,1704322394,3
112072,1704300890,2
103034,1704306942,2
114728,1704293146,3
105425,1704286213,3
103729,1704313363,2
102146,1704307100,3
118301,1704306256,2
128221,1704273564,1
124172,1704247924,1
126091,1704252996,1
106960,1704279664,3
105195,1704311699,3
104004,1704271671,3
103153,1704267709,3
118358,1704257797,3
122497,1704313724,1
109992,1704264800,3
124929,1704322553,2
121721,1704274620,1
101436,1704242448,2
112083,1704302716,2
122696,1704248487,2
120743,1704300056,3
117202,1704262252,3
114877,1704292291,1
128460,1704257279,1
124152,1704276733,2
107787,1704291601,3
102820,1704298371,2
121445,1704308313,1
127683,1704282295,2
108981,1704242703,2
112587,1704245253,3
121258,1704323655,2
114420,1704241144,2
112570,1704325142,3
127695,1704257918,3
108423,1704321689,1
119190,1704275918,2
128382,1704256401,2
100876,1704259730,2
100476,1704306696,3
100344,1704289230,1
114212,1704318309,2
111633,1704259880,2
110990,1704288079,3
102753,1704267330,1
128649,1704297626,1
111456,1704305620,1
106025,1704258990,1
129678,1704302888,1
117933,1704267160,2
111856,1704305543,3
114023,1704320013,1
118479,1704278719,1
128853,1704296656,2
122464,1704310676,3
