uid,time,action
107096,1705073558,1
125032,1705058918,3
110242,1705020872,1
108548,1705099377,1
126360,1705077939,3
122270,1705050034,1
110537,1705095550,2
107817,1705050019,3
124094,1705072222,2
116095,1705088382,3
123177,1705063331,2
121691,1705084635,2
117736,1705029999,1
105871,1705089758,3
129716,1705021776,3
113088,1705103339,3
102994,1705079418,3
103341,1705031301,2
108432,1705075347,2
115127,1705087728,3
104029,1705052771,3
126598,1705022515,3
103590,1705090610,2
126095,1705033136,3
128498,1705095039,2
123448,1705034515,2
116671,1705053966,1
118469,1705034185,1
122373,1705025835,3
121058,1705087454,1
112745,1705091149,3
127240,1705066259,2
121390,1705066005,3
120043,1705068527,3
110896,1705041217,1
118776,1705055552,1
108952,1705029521,2
114714,1705044158,2
118509,1705020676,3
105551,1705088818,3
127761,1705098899,2
106405,1705049377,2
129892,1705053227,1
115284,1705064884,1
114842,1705083168,3
126770,1705038209,3
127264,1705036736,3
108242,1705072792,3
110028,1705020284,2
114111,1705044593,1
129881,1705063155,1
124667,1705077976,1
120391,1705047119,1
114316,1705079293,2
129285,1705060713,2
107239,1705037551,1
128171,1705023648,1
118826,1705027644,2
110217,1705090554,1
109833,1705036664,3
125673,1705069380,3
117675,1705096153,2
115676,1705023306,3
129320,1705101903,1
129171,1705025446,3
104536,1705044870,1
115754,1705075172,3
117180,1705088386,1
116824,1705092193,3
109180,1705049077,2
109739,1705029535,1
101591,1705101502,3
124081,1705018212,2
115265,1705024574,2
126240,1705057742,2
108999,1705041198,2
118130,1705099033,2
104001,1705083301,2
114324,1705024056,1
105771,1705102330,3
112926,1705032723,2
114230,1705045360,1
115750,1705058909,1
127656,1705103375,2
112524,1705055002,3
109034,1705082687,3
112067,1705025653,2
100525,1705039214,1
127447,1705022971,3
128712,1705087671,3
124199,1705102613,1
125039,1705091792,3
123129,1705087890,2
117647,1705045858,1
101319,1705068692,2
120065,1705064119,2
114442,1705045177,1
117338,1705061627,3
126794,1705027805,1
127766,1705050783,3
117281,1705028008,1
