uid,time,action
126967,1705264042,3
101191,1705219853,1
122587,1705227280,1
112639,1705210749,1
125653,1705215305,2
123922,1705214508,2
120264,1705267425,2
113221,1705228636,3
114981,1705244700,1
106976,1705235840,1
117940,1705224586,3
126293,1705199722,1
116770,1705276387,3
121294,1705192367,2
112707,1705245112,1
124753,1705270578,3
102155,1705213115,2
113730,1705206385,3
121847,1705247872,3
101421,1705230768,3
128196,1705231812,2
106020,1705219343,2
100221,1705239537,3
102737,1705255684,2
118799,1705197087,3
100937,1705236799,3
117741,1705205137,2
101526,1705217534,3
121323,1705235455,3
110549,1705200197,2
104131,1705260775,3
120607,1705226830,3
120151,1705268450,1
118348,1705224401,1
109021,1705212640,2
125180,1705201239,1
113506,1705192361,2
105927,1705201906,2
127419,1705223605,2
125550,1705228682,3
124015,1705223605,1
117370,1705234343,2
128576,1705230245,2
125403,1705249356,2
112386,1705224060,2
114788,1705214064,3
103181,1705244445,3
114435,1705231903,3
102205,1705224322,1
120156,1705257155,2
117759,1705229217,1
125167,1705213365,2
129017,1705199421,3
128359,1705229506,1
106983,1705272756,3
112892,1705263798,3
117555,1705268544,3
107213,1705196154,2
129040,1705200419,3
114675,1705227586,3
129274,1705202202,2
110617,1705246563,2
118032,1705214082,1
103139,1705243317,2
107581,1705252605,1
120394,1705193714,1
104423,1705243668,3
111213,1705211325,3
102745,1705247720,2
101972,1705221575,3
105205,1705251380,2
120127,1705202842,3
105153,1705218045,3
110921,1705211151,1
128845,1705191415,1
113754,1705197551,3
104153,1705201084,2
107696,1705199048,3
103068,1705268233,1
108778,1705209680,3
115590,1705218024,2
106456,1705245701,1
104003,1705229724,2
126302,1705258662,1
124112,1705248970,2
102215,1705208732,3
108036,1705220902,1
118486,1705271119,1
119872,1705232396,2
109414,1705219661,1
106469,1705240435,1
110001,1705271568,2
128996,1705198608,3
111011,1705204810,2
108348,1705207033,2
104502,1705210443,3
122570,1705218770,2
106991,1705227364,3
120775,1705193537,2
126612,1705238809,3
106739,1705244329,2
102510,1705228868,3
113638,1705202057,3
109793,1705255061,2
112219,1705264479,2
106941,1705250744,2
115102,1705191360,1
106461,1705219577,3
117800,1705203510,3
125830,1705259102,3
120961,1705256506,1
105724,1705259474,2
103062,1705261100,2
125398,1705204064,2
114035,1705244990,2
107611,1705266402,1
106094,1705258150,2
129561,1705230881,1
111397,1705195063,3
104763,1705237932,1
112231,1705192537,3
115842,1705249482,2
106908,1705253978,3
104745,1705214769,3
122163,1705229656,3
126982,1705228272,1
118287,1705194743,1
124286,1705222098,1
106199,1705256234,2
117861,1705236247,2
123059,1705226710,1
122220,1705197807,3
103947,1705212669,1
121417,1705217352,1
102458,1705242865,1
113027,1705252704,1
120294,1705240804,3
100276,1705209620,3
102950,1705244681,1
107887,1705272937,1
101981,1705232805,1
120434,1705267473,3
116505,1705222551,1
109541,1705211938,1
114248,1705273429,2
108551,1705194072,2
112072,1705264980,3
115147,1705195029,2
100941,1705241300,1
111027,1705260411,2
102552,1705252850,3
123386,1705261384,1
118994,1705253063,3
117892,1705273642,3
113689,1705264539,3
115486,1705271476,3
129545,1705260141,3
117838,1705191948,1
104994,1705261537,3
111949,1705253378,1
107794,1705241836,2
112022,1705198129,3
127433,1705250508,3
104477,1705263969,1
105924,1705267585,3
108534,1705210967,2
128716,1705212767,2
127543,1705215837,1
120067,1705236128,1
123203,1705250362,1
111256,1705256004,3
121504,1705221299,1
125229,1705269341,3
101196,1705263832,2
123465,1705221436,2
115946,1705259899,2
114644,1705275865,2
117575,1705206094,3
100745,1705202858,1
111947,1705268402,1
105235,1705195804,1
115347,1705271648,3
125318,1705204073,3
107923,1705196265,2
106819,1705251957,3
108246,1705266611,2
111212,1705266549,2
113075,1705265392,3
123569,1705196456,2
102490,1705250558,3
101864,1705214715,3
121050,1705272226,2
103279,1705261526,1
111695,1705259538,1
115781,1705249856,1
117466,1705256571,1
109727,1705237545,3
122752,1705241015,2
112245,1705235969,3
124072,1705275813,3
124849,1705194474,3
113830,1705254635,1
112770,1705201549,2
128729,1705259858,1
111500,1705253873,2
116909,1705246326,2
108604,1705239537,3
121032,1705239346,2
109525,1705193768,1
122676,1705205344,2
118163,1705232742,2
109995,1705234004,1
117547,1705190601,2
119773,1705272957,2
122602,1705234117,2
112298,1705211610,1
128926,1705243518,2
112719,1705210682,2
117186,1705252174,1
