uid,time,action
118880,1705013986,2
101180,1704966102,1
118161,1704965888,3
125312,1704954198,2
108864,1704959179,1
117646,1704987952,1
129900,1705003858,1
121358,1705007293,3
114332,1704939256,1
120732,1704980556,2
117513,1704958328,1
112206,1704962399,2
101133,1704935378,2
122183,1704945330,2
104001,1704973347,2
109636,1704946681,3
103016,1704980540,1
123646,1705014848,1
116611,1704962946,3
112304,1704946764,1
105416,1704989311,2
111043,1704977836,2
107270,1705013029,1
103497,1705004807,1
116162,1704970526,1
102869,1705006867,1
117454,1705008831,2
116492,1704969365,1
113489,1704933119,2
128564,1704986975,1
101102,1704981909,2
118071,1704952158,3
103448,1704967833,2
118750,1704941248,3
116338,1704981585,2
114983,1704993012,3
128636,1704991840,1
129052,1704977752,3
104439,1704982363,3
119754,1704984469,2
120328,1705004824,3
123713,1704981556,2
120911,1704998634,1
112829,1704981883,3
108839,1704994336,2
122262,1705014145,3
100677,1705002469,3
118580,1704969187,2
118565,1704967364,2
124638,1705012624,3
100247,1704974659,2
124514,1704932110,1
113999,1704970654,1
119743,1704989820,2
112971,1705002861,1
103759,1704999558,1
108131,1704965255,1
114384,1704938138,2
124147,1704938736,2
126905,1704982939,2
113102,1704980916,3
108017,1704990866,3
120791,1704931791,1
115737,1704960716,1
103093,1704986372,2
116309,1704998002,1
110801,1705015687,3
109829,1705013721,3
108672,1704944463,2
105492,1705003793,1
121485,1705004063,3
107257,1704993266,2
103771,1705003000,1
103794,1704970586,3
123470,1704992212,2
118351,1704943432,3
106283,1704957508,1
125473,1705008917,2
126808,1704947156,1
107872,1705017096,3
123277,1704985742,3
100878,1704947027,3
108998,1704969108,1
127268,1704985681,1
121248,1704967342,1
107113,1704997494,2
117769,1704940257,3
122238,1704953693,2
105456,1704973696,1
115059,1704990476,1
106024,1704994096,2
109748,1704942790,1
112077,1705005569,2
121977,1704985167,1
103654,1704948493,1
126741,1704999724,3
113667,1704979932,2
112168,1704991802,3
118750,1704980308,3
117884,1704940706,2
112430,1704931295,3
109027,1704943962,1
