uid,time,action
120502,1706521110,2
122788,1706531816,1
108203,1706519490,1
111268,1706557226,1
115058,1706528021,2
104624,1706569902,3
103856,1706540368,1
107489,1706492017,1
107902,1706493668,2
110325,1706531108,3
104075,1706527431,3
112600,1706514473,1
128771,1706526555,1
117465,1706525197,3
129530,1706487135,3
107124,1706495985,1
105248,1706563084,3
112403,1706492084,3
128071,1706562259,3
128471,1706553363,2
124308,1706494309,3
129698,1706513895,3
113828,1706490106,3
117930,1706546817,3
108199,1706519156,1
126272,1706565188,1
112323,1706503905,3
118697,1706564937,3
119078,1706555770,2
100038,1706532233,2
109977,1706544992,2
113213,1706540128,3
116210,1706514167,1
126205,1706534355,2
114859,1706534738,2
115711,1706488941,3
102914,1706538649,3
128903,1706507860,3
108279,1706554258,3
125586,1706521818,3
107477,1706512318,3
103169,1706493457,3
101879,1706501604,3
111178,1706502634,3
128693,1706568995,1
110828,1706504244,2
101938,1706534459,2
125000,1706521866,3
112957,1706543220,1
120394,1706571866,1
106089,1706528858,3
127408,1706512213,1
121595,1706528061,1
120017,1706525217,1
113966,1706567387,2
100017,1706547082,2
109613,1706555156,3
103407,1706552161,3
112868,1706491141,2
105172,1706562556,2
113462,1706532010,1
102038,1706550521,2
108359,1706560724,3
106879,1706568636,1
126431,1706566584,2
121168,1706493738,3
103990,1706507280,2
119065,1706490284,1
111466,1706504621,1
115749,1706561929,1
109360,1706508488,1
122015,1706497997,3
120199,1706521167,3
111218,1706538863,1
100661,1706535548,3
115535,1706563217,1
102309,1706556574,3
117776,1706547107,1
102996,1706552649,2
119058,1706508240,3
113405,1706513787,3
107973,1706525367,1
118366,1706562506,2
116616,1706540246,1
117920,1706560150,3
102756,1706525785,1
122560,1706496478,2
117045,1706512238,3
113536,1706512515,2
115794,1706533502,2
116009,1706531881,2
115418,1706536774,3
123051,1706519578,1
123454,1706538519,3
106264,1706534234,3
109616,1706526932,2
126967,1706512089,3
108183,1706490161,3
104929,1706516625,2
116205,1706548007,2
123442,1706530450,3
129490,1706507528,1
117158,1706569855,1
129834,1706554026,3
105716,1706504867,2
101620,1706496765,3
109773,1706546955,2
121293,1706489264,2
129644,1706495092,3
121523,1706509504,1
124982,1706538294,1
107851,1706553623,2
109322,1706565460,2
102587,1706544100,2
115853,1706558017,1
102230,1706506428,1
115375,1706570738,2
122707,1706541246,3
119530,1706548056,3
125929,1706506226,3
107223,1706537138,3
114963,1706493640,2
124814,1706510041,1
116801,1706544276,1
127309,1706544512,3
125156,1706507629,2
100568,1706545036,1
128448,1706539270,2
119336,1706505713,1
112435,1706529568,2
125397,1706512757,3
103718,1706541797,1
113047,1706500105,3
113716,1706493102,2
126118,1706509688,3
116985,1706538977,2
120221,1706560724,1
128165,1706497221,2
112487,1706486411,1
114381,1706549021,1
116032,1706497731,3
127950,1706546094,3
102052,1706540949,3
117706,1706542734,3
109996,1706565653,2
112549,1706501064,2
125380,1706549790,1
124667,1706569682,1
116845,1706497216,3
125382,1706513511,2
101542,1706531477,3
127990,1706499559,2
106648,1706569135,3
105225,1706526085,1
114066,1706571941,3
102734,1706554973,1
118308,1706539778,1
127365,1706540058,3
106009,1706502818,2
123575,1706540463,2
101206,1706510319,2
109348,1706498428,1
116575,1706548529,1
