uid,time,action
119491,1704919581,3
120857,1704895979,2
125009,1704872490,3
104811,1704923291,3
123502,1704857061,3
109849,1704885881,3
110382,1704908820,2
129423,1704850803,2
117026,1704898387,3
103257,1704874623,2
124914,1704867693,1
129256,1704847105,1
103340,1704915485,1
126222,1704913584,3
113229,1704884727,2
119890,1704880370,3
123215,1704878664,3
119357,1704852136,1
127381,1704854102,3
106633,1704899599,3
122461,1704885676,2
125479,1704926578,1
106766,1704900939,2
117568,1704877663,1
105710,1704930451,1
104575,1704928194,1
101864,1704922577,2
101504,1704900899,1
107947,1704867428,1
125602,1704885381,2
117954,1704895082,3
124421,1704879325,3
125532,1704870130,2
120023,1704891140,1
111061,1704897870,3
114390,1704929741,1
107070,1704860395,1
117120,1704896920,2
124396,1704922115,1
102825,1704877577,3
102256,1704922730,2
109789,1704910273,3
118386,1704864598,1
111738,1704920027,3
116000,1704859526,2
126807,1704902546,1
123846,1704898740,2
129059,1704866071,2
115954,1704863667,3
104983,1704930891,2
102028,1704904207,3
121132,1704886162,2
114901,1704930363,1
103779,1704882327,1
105448,1704855725,3
108207,1704881884,3
105086,1704911794,3
101700,1704903317,2
128034,1704884395,1
112726,1704872194,3
112059,1704847464,1
112498,1704918674,3
110934,1704917897,2
129769,1704874553,1
113556,1704849664,2
100848,1704866481,1
129935,1704898199,1
126658,1704853603,3
124862,1704899835,1
108763,1704912917,1
124573,1704851717,3
111821,1704900157,3
100929,1704878125,3
115649,1704900290,2
119028,1704857749,2
101122,1704852378,1
106249,1704887511,3
106321,1704897227,3
109033,1704928859,2
123095,1704926375,3
112079,1704919965,2
109339,1704880000,3
103141,1704894016,2
125224,1704858942,3
121399,1704912475,1
118694,1704898570,1
115776,1704882294,3
106593,1704891803,1
118925,1704928469,3
116050,1704927264,3
124489,1704908462,1
127355,1704900373,1
121290,1704903133,3
108266,1704905399,1
113589,1704860708,2
126353,1704915754,3
128312,1704882735,3
110522,1704901076,1
122813,1704895774,2
105760,1704919534,1
113308,1704907007,2
107305,1704876497,3
118998,1704864117,2
119327,1704853338,2
116928,1704928511,2
125845,1704894198,2
121587,1704851895,1
124687,1704899766,3
127360,1704910489,1
113141,1704897595,3
102007,1704903085,1
120900,1704846312,2
106813,1704907856,1
122064,1704920932,2
102487,1704876356,2
107201,1704877348,1
125947,1704863211,1
114330,1704922532,1
122599,1704874315,2
116021,1704923619,2
103663,1704888125,3
109968,1704881289,2
107434,1704908041,1
102390,1704849670,1
117388,1704909970,2
110970,1704852788,2
103768,1704893777,1
124285,1704910868,2
112435,1704862296,3
116629,1704906314,3
111069,1704874282,1
101383,1704871870,1
103464,1704913917,1
127802,1704929266,2
118316,1704899238,2
127816,1704846662,2
103606,1704904547,1
106476,1704871872,2
127044,1704899622,1
129444,1704877721,1
106153,1704909207,2
127499,1704883964,3
119941,1704900633,1
116484,1704870330,1
103406,1704878495,1
115711,1704853505,2
102461,1704857851,2
126819,1704853029,2
113712,1704909955,1
105154,1704856813,1
120527,1704879013,1
110106,1704925994,2
100349,1704925477,3
113143,1704871633,3
115340,1704893817,2
106421,1704900340,1
114867,1704892151,3
122683,1704927217,1
119724,1704850960,2
105503,1704848610,1
126002,1704892635,1
111537,1704928323,1
124771,1704908706,1
108422,1704903674,1
129012,1704888849,2
106924,1704920424,3
106350,1704894616,1
107533,1704903821,1
118958,1704861100,2
101831,1704896788,3
119497,1704893239,1
100583,1704887569,1
126651,1704868439,2
116678,1704893642,2
103315,1704919084,3
110688,1704917389,1
129305,1704898594,3
118446,1704908392,3
102065,1704919946,2
110815,1704914540,2
115211,1704915104,3
101065,1704919749,3
121550,1704902286,3
111825,1704923966,3
105046,1704897567,2
117519,1704873840,2
129746,1704864358,3
100076,1704856631,3
102364,1704919410,2
105088,1704918686,3
107759,1704880461,1
106432,1704916527,3
128914,1704901068,3
116773,1704915593,3
123398,1704865264,2
109320,1704888523,1
124585,1704918770,2
110945,1704895203,2
110038,1704853359,1
100488,1704883015,1
109395,1704882837,3
120868,1704882060,3
107862,1704930562,2
124116,1704912188,1
127186,1704926378,2
114693,1704899049,1
118752,1704896185,2
103722,1704923340,2
