uid,time,action
103297,1706266529,1
117781,1706255683,1
111926,1706283455,3
128091,1706295468,3
101379,1706305929,2
111316,1706238228,2
126362,1706287778,3
100551,1706238971,2
126154,1706239956,3
118835,1706231220,2
106709,1706278338,3
126844,1706290576,1
101052,1706245059,3
129928,1706264817,2
129197,1706243892,2
114276,1706259620,2
103445,1706282597,2
111126,1706228086,1
127960,1706247786,1
104721,1706301123,3
111030,1706254796,2
115580,1706260227,1
104016,1706279752,3
129524,1706247325,3
122547,1706235315,1
124296,1706299710,2
105124,1706309993,3
125485,1706256493,2
129708,1706271308,3
103088,1706227522,2
123959,1706282913,2
113489,1706289058,3
128157,1706244237,3
124813,1706298781,3
103862,1706238041,2
112660,1706237722,2
110457,1706288770,3
102791,1706278566,1
128021,1706259281,2
115214,1706251489,1
102697,1706253671,3
120050,1706308448,2
100741,1706299831,2
108962,1706286537,2
125485,1706306841,3
122978,1706312810,2
103867,1706276165,3
102616,1706298870,3
103952,1706234509,3
115798,1706243207,1
125582,1706246928,2
110767,1706260284,3
129438,1706290390,1
102177,1706313174,2
107397,1706280269,3
119736,1706276950,1
116601,1706233042,3
105645,1706232480,1
109925,1706266919,2
106539,1706228763,1
124373,1706245315,3
114817,1706230732,2
117600,1706254106,1
128071,1706234033,2
115522,1706268992,1
112957,1706295405,1
119502,1706239669,1
129703,1706246832,2
126613,1706255813,2
109473,1706308870,3
115914,1706282351,2
106172,1706246826,3
112858,1706279658,3
118557,1706291554,1
115336,1706281744,3
108056,1706268126,3
101155,1706263879,1
111166,1706306205,1
121253,1706230209,2
113656,1706246919,2
100073,1706238932,3
100214,1706270049,1
109422,1706242816,1
115624,1706249773,3
126882,1706282422,2
117651,1706265272,3
118908,1706303198,2
108551,1706228654,3
129301,1706243797,2
107656,1706273937,3
119205,1706246426,1
112764,1706289448,3
120115,1706268906,2
121442,1706274771,2
101447,1706311766,1
116430,1706294023,3
128049,1706306247,2
123818,1706311732,3
120837,1706301230,1
120313,1706267901,3
117437,1706282616,3
128878,1706248711,2
112193,1706300654,3
105368,1706297602,3
107889,1706256195,1
109282,1706305288,1
119546,1706311876,1
109636,1706294525,1
128808,1706281289,3
118007,1706312224,1
111529,1706273648,3
125709,1706238593,3
116760,1706265681,1
108423,1706259822,2
121589,1706227476,1
129744,1706230760,1
106448,1706233801,3
116266,1706247706,3
109137,1706295531,3
124842,1706297211,2
116173,1706302555,3
128367,1706287652,2
110559,1706238229,1
125053,1706266622,2
118338,1706298953,2
126816,1706257433,1
104663,1706297971,3
100538,1706242324,3
128325,1706240058,1
112282,1706277007,2
113778,1706279010,1
117482,1706296600,3
101230,1706269563,3
127764,1706287561,1
108185,1706284188,2
125354,1706256872,2
110270,1706277998,3
124945,1706267732,1
105699,1706270040,3
118368,1706299545,2
112537,1706260631,1
115831,1706252667,1
123858,1706237165,3
129181,1706239340,1
114172,1706288739,1
105803,1706299229,2
122120,1706283586,1
112805,1706256916,3
112545,1706270076,2
114905,1706282492,2
122144,1706243829,2
103398,1706313507,2
121592,1706262999,2
104423,1706265129,1
105174,1706305841,3
109982,1706249783,2
102516,1706311404,3
114845,1706266368,2
123631,1706277621,2
122368,1706311814,3
121727,1706284796,3
114945,1706249419,1
104799,1706272566,2
121674,1706307592,2
115850,1706292895,1
116349,1706305668,1
126783,1706267456,2
127214,1706233696,3
116325,1706312014,2
120894,1706240750,2
126544,1706313372,2
127635,1706274014,3
110443,1706248648,3
129299,1706237578,2
120411,1706265464,2
127009,1706312326,3
115368,1706308856,2
118302,1706253698,3
122866,1706267167,2
108456,1706233719,1
120261,1706268547,3
115457,1706245685,1
110182,1706262781,3
115937,1706263654,1
128214,1706306544,1
106910,1706293916,3
106889,1706291802,1
